t,dual_CO2_Liq,p_CO2_Liq,dual_Electricity,p_Electricity,comp_in_CO2_Liq,comp_in_Electricity,comp_out_CO2_Comp,wedge_0.07_p_el,store_volume,store_charge_Fuelusetotal,store_discharge,dual_storage_balance_lambda,dual_soc_max_mu,dual_terminal_soc_nu,comp_on,store_charge_on,store_discharge_on,any_activity,idle_but_priced
T4990,-57.5263,57.5263,-404.92,404.92,1.6324583333333331,0.11427208333333333,1.6324583333333331,28.344400000000004,35.92658333333333,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4991,-57.5263,57.5263,-403.4,403.4,1.6324583333333331,0.11427208333333333,1.6324583333333331,28.238,35.927083333333336,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4992,-57.5263,57.5263,-437.79,437.79,1.6324583333333331,0.11427208333333333,1.6324583333333331,30.645300000000006,34.294625,0.0,1.6324583333333331,57.5263,0.0,-13.565740000000002,True,False,True,True,False
T4993,-57.5263,57.5263,-400.91,400.91,1.6324583333333331,0.11427208333333333,1.6324583333333331,28.063700000000004,34.295125000000006,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4994,-57.5263,57.5263,-399.97,399.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,27.997900000000005,34.29562500000001,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4995,-57.5263,57.5263,-399.97,399.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,27.997900000000005,34.29612500000001,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4996,-57.5263,57.5263,-399.97,399.97,1.6324583333333331,0.11427208333333333,1.6324583333333331,27.997900000000005,34.29662500000001,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4997,-57.5263,57.5263,-400.04,400.04,1.6324583333333331,0.11427208333333333,1.6324583333333331,28.002800000000004,34.297125000000015,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T4998,-57.5263,57.5263,-489.62,489.62,0.6529833333333334,0.04570883333333334,0.6529833333333334,34.2734,33.644141666666684,0.0,0.6529833333333334,57.5263,0.0,-13.565740000000002,True,False,True,True,False
T4999,-57.5263,57.5263,-420.78,420.78,0.6529833333333334,0.04570883333333334,0.6529833333333334,29.4546,32.99115833333335,0.0,0.6529833333333334,57.5263,0.0,-13.565740000000002,True,False,True,True,False
T5000,-57.5263,57.5263,-414.15,414.15,0.6529833333333334,0.04570883333333334,0.6529833333333334,28.9905,33.971133333333356,0.9799749999999997,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T5001,0.0,-0.0,-447.1,447.1,0.0,0.0,0.0,31.297000000000004,33.971133333333356,0.0,0.0,57.5263,0.0,-13.565740000000002,False,False,False,False,False
T5002,0.0,-0.0,-438.9,438.9,0.0,0.0,0.0,30.723000000000003,33.971133333333356,0.0,0.0,57.5263,0.0,-13.565740000000002,False,False,False,False,False
T5003,-57.5263,57.5263,-417.59,417.59,0.6529833333333334,0.04570883333333334,0.6529833333333334,29.2313,34.95110833333336,0.9799749999999997,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T5004,-57.5263,57.5263,-415.02,415.02,1.6324583333333331,0.11427208333333333,1.6324583333333331,29.0514,34.95160833333336,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
T5005,-57.5263,57.5263,-409.58,409.58,1.6324583333333331,0.11427208333333333,1.6324583333333331,28.6706,34.95210833333336,0.0004999999999999449,0.0,57.5263,0.0,-13.565740000000002,True,True,False,True,False
